rating,title,date,location
FALSE, Nanochips were found in the Pfizer vaccine under the microscope,2021/04/06 , Ukraine
MISLEADING, More people per 1000 inhabitants get vaccine against COVID-19 in Rzeszów than the rest of the big cities in Poland.,2021/04/05 , Poland
FALSE, The vaccination database proves that the Sputnik V vaccine contained micro-chips.,2021/04/05 ," Ukraine, Russia"
FALSE," The Government of Switzerland knew that the population had negative attitudes to the coronavirus vaccination, so it did not propose a referendum on this issue and directly refused the vaccines.",2021/04/05 ," Georgia, Swaziland"
FALSE," The scandal was revealed by the German police with a search of a glassware facroty, which at the beginning of November 2019 received an order from Pfizer for 1.6 million vaccine bottles.",2021/04/03 , North Macedonia
FALSE, One of the side effects of the Pfizer-BioNTech vaccine is death,2021/04/03 , Turkey
FALSE," The number of “vaccine related deaths” in the United States in 2021 surpasses that of the past decade, as a national Covid-19 inoculation campaign accelerates",2021/04/02 , United States
FALSE," After the Netherlands suspended AstraZeneca vaccine, the Dutch reject vaccine was then delivered from the Netherlands to Taiwan.",2021/04/02 , Taiwan
FALSE, Canadian government reported evidence about micro-chips in the vaccines.,2021/04/02 ," Ukraine, Canada"
FALSE," The husband of Toronto public health official Eileen de Villa has been arrested, that he put “pressure” on her to enact tight restrictions against Covid-19, and that he has a conflict of interest over vaccines.",2021/04/01 , Canada
FALSE, “6000% Increase in Reported Vaccine Deaths 1st Quarter 2021 Compared to 1st Quarter 2020”,2021/04/01 , United States
FALSE, Nanotechnology Robots in Vaccines,2021/04/01 , Japan
FALSE," Coronaviruses are all seasonal and go away on their own, including those that cause SARS and MERS; ivermectin is effective for preventing and treating COVID-19; COVID-19 vaccines are “gene therapy”, don’t give immunity or prevent transmission",2021/04/01 , United States
FALSE, The mRNA vaccine is “an operating system that takes over the machinery of your cells”; “…by the time you get your fourth shot your body will be making all four proteins that make up the COVID-19 virus.”,2021/04/01 , United States
MISLEADING," Between 9 December 2020 and 14 March 2021, 594 people died and 404,525 suffered injuries in the UK after receiving Pfizer and AstraZeneca COVID-19 experimental vaccines.",2021/04/01 , Georgia
FALSE, Covid-19 vaccines ‘skipped’ or ‘failed’ animal trials.,2021/04/01 , Ireland
FALSE, “mRNA is not a vaccine” — it’s “actually an operating system” that’s run by Bill Gates to program humans.,2021/03/31 , United States
FALSE, Miscarriages are up 366% in the UK because mothers received the COVID-19 vaccine,2021/03/31 , Spain
FALSE, Moderna’s medical director admits that experimental mRNA vaccine modifies DNA,2021/03/31 , Spain
FALSE, Calls COVID-19 vaccine a “non-FDA-approved experimental agent.”,2021/03/30 , United States
Misleading, Doctor died after she took diclofenac which reacted with the covid-19 vaccine,2021/03/30 , India
FALSE," Four claims by American Doctor Steve Hotze: 1. The so-called COVID-19 vaccine actually operates differently from the traditional vaccine and is experimental gene therapy. | 2. COVID-19 vaccines don’t correspond to the Center for Disease Control and Prevention’s definition of what is a vaccine. | 3. As of February 14, 934 people died as a result of a vaccine including famous baseball player Hank Aaron. | 4. COVID-19 vaccine has not passed clinical trials and people who vaccinate are guinea pigs.",2021/03/30 ," Georgia, United States"
FALSE, Queen Elizabeth II thanks Indian Prime Minister Narendra Modi for providing Britain with Covid-19 vaccines.,2021/03/30 , India
FALSE, Says it doesn’t make sense for young adults to get the vaccine since they “really are not under that much of a threat as a result of this virus.”,2021/03/29 , United States
Misleading, “Not one [COVID-19] vaccine is FDA approved. […] They are all experimental. You are in the experiment.”,2021/03/29 , United States
FALSE, COVID-19 vaccines are dangerous; they cause an overreaction of the immune system; they suppress the NK cells of the immune system; they promote virus lethality,2021/03/29 , United States
FALSE, mRNA vaccines will kill 30% of the people immunized.,2021/03/29 ," Brazil, United States"
FALSE," “Per the CDC, there are nearly twice as many vaccine-related deaths so far in 2021 (1,755) than all the vaccine deaths this past decade (994).”",2021/03/29 , United States
FALSE, Vaccines are programmed to kill us and Bill Gates wants to depopulate the world,2021/03/29 , Colombia
FALSE, Vaccines against Covid-19 will kill 30% of those immunized.,2021/03/29 , Brazil
FALSE, List of “Adverse Reactions” to Pfizer’s COVID-19 Vaccine in the UK,2021/03/29 , Spain
FALSE, mRNA vaccines will be used for depopulation in coming months,2021/03/29 , Spain
MISLEADING," A vaccine is not at all necessary to develop immunity against the coronavirus, and mass vaccination would be tantamount to genocide against humanity.",2021/03/29 , Georgia
FALSE," The COVID-19 vaccine has not been investigated and causes seizures, Bell’s palsy and deaths",2021/03/29 , Spain
FALSE, Chinda Brandolino’s statements on vaccines,2021/03/29 , Argentina
FALSE, Johnson & Johnson is recruiting medical staff to help out the vaccine rollout.,2021/03/29 , Taiwan
FALSE, Video says COVID-19 vaccines are “weapons of mass destruction” that “could wipe out the human race.”,2021/03/28 , United States
FALSE, Moderna’s medical director said the COVID-19 vaccine modifies DNA.,2021/03/28 , Colombia
FALSE, The coronavirus vaccine is not able reduce deaths from COVID-19.,2021/03/28 , Ukraine
FALSE," “From Europe: 3,964 people have died from adverse drug reactions for COVID-19 ‘vaccines’ – 162,610 injuries.”",2021/03/28 , United States
FALSE, A vaccine is “not needed” to control the spread of COVID-19.,2021/03/27 , Philippines
MISLEADING, Vaccines being rolled out for health workers in the country have bypassed the appropriate regulatory authorities and are being rolled out “for monetary gains”.,2021/03/26 , Australia
FALSE, Brazilian federal laboratory Fiocruz will have a fabric of vaccines in Ceara’s state producing the IFA required to the Astrazeneca/Oxford vaccine.,2021/03/26 , Brazil
," Even if you get vaccinated, it’s possible to get COVID-19; the vaccines can have “permanent” side effects; so, it’s safer not to get vaccinated.",2021/03/25 , United States
NO EVIDENCE, People who want to work in the EU must get the vaccine.,2021/03/25 , Ukraine
FALSE," Heavy metals, which function as microchips, are part of the COVID-19 vaccine.",2021/03/25 , Ukraine
PARTLY FALSE," Colombia managed to apply 100,000 daily doses of vaccine against COVID-19 faster than other countries in Latin America and Europe that started their immunization process earlier",2021/03/25 , Colombia
FALSE," COVID-19 vaccine contains heavy metals, which work on the same principle as chip.",2021/03/25 , Ukraine
MISLEADING," The AstraZeneca vaccine contains the potentially dangerous substance polysorbate 80, which, according to research in rats, has caused cancer and infertility in them. Polysorbate 80 is added to the vaccines in order to cross the blood-brain barrier and penetrate the human brain.",2021/03/25 , Georgia
FALSE, A person developed paraplegia after receiving the AstraZeneca vaccine in Ghudushauri hospital and this information is hidden.,2021/03/25 , Georgia
FALSE, Pfizer’s top executive admitted that they are using their vaccine to shift the COVID-19 pandemic to an epidemic to profit.,2021/03/25 , Taiwan
FALSE, (…) Billions were signed and injected in the foundation [Fiocruz] for the production of the Brazilian vaccine against ‘Chinese plague’!,2021/03/25 , Brazil
FALSE, Pfizer CEO refuses to take COVID-19 vaccine.,2021/03/24 , United States
Misleading, “80% of people taking the Moderna vaccine had significant side effects”; “children in Sudan got polio from the polio vaccine”,2021/03/24 , United States
FALSE, WHO recognized that the AstraZeneca vaccine causes thrombosis.,2021/03/24 , Ukraine
FALSE," Video shows a German-speaking man roaming the Batumi Republican Hospital and filming empty corridors and wards. The man concludes that since there are no covid-infected patients there, the pandemic has ended in Georgia and that AstraZeneca vaccine, rejected by Europe, has been brought to Georgia.",2021/03/24 , Georgia
FALSE, Messenger RNA vaccines cause cancer,2021/03/24 , Mexico
FALSE, Brazil produced Covid-19 vaccine with Israel’s help in secrecy.,2021/03/24 , Brazil
FALSE," COVID-19 vaccine will transform human into GMO and “walking cellphone”, – fakes from Kerry Madeu.",2021/03/24 , Ukraine
FALSE, Ivermectin is more effective than vaccines against Covid-19 .,2021/03/24 , Brazil
FALSE, Ukrainians are being secretly vaccinated with the Russian vaccine.,2021/03/24 , Ukraine
FALSE, Georgia received AstraZeneca vaccine that was rejected by Lithuania.,2021/03/24 ," Georgia, Lithuania"
FALSE, Pfizer CEO refuses to take COVID-19 vaccine.,2021/03/24 , United States
FALSE," This article confirms what Professor Dolores Cahill, from Dublin, said, who estimates that at least 30% of vaccinees will die in a few months from a cytokine storm (something like a peanut allergy), once the body has synthesized spike protein in large amounts !",2021/03/24 , Brazil
FALSE, Moderna’s medical director has admitted that the experimental messenger RNA vaccine modifies DNA,2021/03/24 , Spain
FALSE, Covid-19 vaccines are being trialed on people in the country,2021/03/23 , Australia
FALSE, Brazilian laboratory Fiocruz produces Brazilian vaccine in secret with the support of Israel.,2021/03/23 , Brazil
